invoice_id,city,customer_type,gender,product_line,unit_price,quantity,measure_date,measure_time,payment,rating,branch,tax_5_percent,total,cogs,gross_income,gross_margin_percentage
591-53-5691,Naypyitaw,Member,Female,Fashion accessories,28.53,11,2017-08-06,10:00:00,Credit card,7.7,C,15.6915,329.5215,221.17,92,29
575-45-8560,Naypyitaw,Normal,Female,Fashion accessories,71.5,18,2017-02-04,13:00:00,Ewallet,7.4,C,64.35,1351.35,1144.54,NA,NA
961-92-8563,Yangon,Normal,Female,Electronic accessories,37.32,2,2017-06-22,12:00:00,Ewallet,7.2,A,3.732,78.372,41.83,NA,NA
306-33-9687,Naypyitaw,Normal,Male,Home and lifestyle,86.42,7,2017-11-19,13:00:00,Ewallet,6.3,C,30.247,635.187,423.75,NA,NA
738-70-8523,Yangon,Normal,Female,Health and beauty,57.03,16,2017-04-07,10:00:00,Cash,9,A,45.624,958.104,608.11,304,33
303-78-5498,Naypyitaw,Normal,Female,Home and lifestyle,42.55,2,2017-02-21,17:00:00,Ewallet,9,C,4.255,89.355,60.5,NA,NA
954-27-9543,Naypyitaw,Member,Female,Electronic accessories,19.74,19,2017-03-10,18:00:00,Credit card,8.7,C,18.753,393.813,318.97,56,14
184-90-1069,Naypyitaw,Member,Male,Sports and travel,54.06,15,2017-10-07,19:00:00,Ewallet,7.2,C,40.545,851.445,451.55,NA,NA
132-30-5515,Yangon,Member,Male,Sports and travel,78.09,6,2017-09-30,17:00:00,Credit card,9.9,A,23.427,491.967,308.86,159,34
674-74-5041,Naypyitaw,Normal,Male,Electronic accessories,30.5,6,2017-08-03,14:00:00,Cash,7.5,C,9.15,192.15,132.78,50,27
536-65-4866,Naypyitaw,Member,Female,Electronic accessories,43.73,5,2017-02-16,14:00:00,Credit card,9.6,C,10.9325,229.5825,175.26,43,19
145-60-1558,Mandalay,Normal,Female,Food and beverages,19.95,15,2017-10-18,17:00:00,Ewallet,9.9,B,14.9625,314.2125,152.63,NA,NA
200-28-5827,Mandalay,Member,Female,Sports and travel,43.93,1,2017-10-13,18:00:00,Cash,9.6,B,2.1965,46.1265,27.25,16,37
352-40-6308,Naypyitaw,Normal,Male,Health and beauty,45.17,13,2017-07-29,13:00:00,Credit card,4.3,C,29.3605,616.5705,504.44,82,14
469-94-5736,Naypyitaw,Normal,Female,Fashion accessories,75.98,14,2017-12-25,10:00:00,Credit card,8.1,C,53.186,1116.906,550.04,513,48
926-55-5265,Naypyitaw,Member,Female,Sports and travel,81.77,8,2017-02-09,13:00:00,Ewallet,9.3,C,32.708,686.868,547.07,NA,NA
319-28-9321,Mandalay,Member,Female,Food and beverages,63.59,3,2017-11-28,10:00:00,Credit card,6.7,B,9.5385,200.3085,120.14,70,37
273-46-2264,Yangon,Member,Female,Home and lifestyle,66.86,5,2017-09-27,19:00:00,Credit card,8.5,A,16.715,351.015,177.44,156,46
136-89-4787,Yangon,Normal,Male,Fashion accessories,38.89,12,2017-10-22,10:00:00,Cash,6,A,23.334,490.014,296.33,170,36
408-62-9667,Mandalay,Member,Male,Home and lifestyle,11.2,6,2017-04-07,11:00:00,Cash,5.9,B,3.36,70.56,55.04,12,18
574-40-2603,Naypyitaw,Normal,Female,Home and lifestyle,83.56,7,2017-07-16,10:00:00,Ewallet,4.5,C,29.246,614.166,502.39,NA,NA
990-56-1275,Naypyitaw,Member,Female,Home and lifestyle,42.53,1,2017-09-25,19:00:00,Credit card,9.9,C,2.1265,44.6565,35.02,7,17
886-90-7066,Naypyitaw,Normal,Male,Sports and travel,73.46,12,2017-01-10,19:00:00,Cash,8.4,C,44.076,925.596,639.05,242,27
927-59-2548,Yangon,Member,Male,Food and beverages,60.82,12,2017-05-17,14:00:00,Ewallet,4.4,A,36.492,766.332,561.05,NA,NA
646-97-7157,Mandalay,Member,Female,Fashion accessories,23.58,13,2017-06-29,11:00:00,Ewallet,5.7,B,15.327,321.867,258.93,NA,NA
564-56-5131,Naypyitaw,Normal,Female,Fashion accessories,55.2,13,2017-03-15,14:00:00,Ewallet,4.3,C,35.88,753.48,391.41,NA,NA
429-27-5617,Mandalay,Member,Male,Food and beverages,48.16,16,2017-04-12,15:00:00,Ewallet,6.9,B,38.528,809.088,638.47,NA,NA
370-52-9992,Naypyitaw,Member,Male,Fashion accessories,69.39,12,2017-06-19,13:00:00,Credit card,5,C,41.634,874.314,492.36,340,40
183-51-7420,Mandalay,Member,Male,Electronic accessories,97.36,19,2017-09-05,16:00:00,Cash,8.6,B,92.492,1942.332,1430.95,418,22
997-90-6920,Naypyitaw,Member,Male,Food and beverages,39.21,6,2017-03-05,17:00:00,Cash,6.2,C,11.763,247.023,151.96,83,35
520-15-4375,Mandalay,Normal,Male,Sports and travel,65.54,17,2017-04-07,19:00:00,Cash,4.6,B,55.709,1169.889,580.62,533,47
617-18-9396,Yangon,Member,Male,Electronic accessories,32.39,27,2017-01-08,14:00:00,Cash,4.1,A,43.7265,918.2565,736.86,137,15
862-83-9340,Yangon,Normal,Male,Food and beverages,24.04,16,2017-06-02,14:00:00,Credit card,7.4,A,19.232,403.872,261.76,122,31
479-78-5879,Mandalay,Normal,Male,Food and beverages,43.01,13,2017-09-15,15:00:00,Ewallet,9,B,27.9565,587.0865,417.33,NA,NA
495-90-6204,Naypyitaw,Normal,Female,Fashion accessories,21.85,10,2017-06-18,11:00:00,Cash,10,C,10.925,229.425,145.53,72,33
934-73-5550,Naypyitaw,Normal,Female,Home and lifestyle,31.87,19,2017-11-19,16:00:00,Cash,9.5,C,30.2765,635.8065,311.86,293,48
878-45-5099,Yangon,Member,Female,Electronic accessories,33.96,35,2017-10-30,19:00:00,Ewallet,6.9,A,59.43,1248.03,985.81,NA,NA
849-56-6329,Mandalay,Normal,Female,Sports and travel,27.02,11,2017-06-04,19:00:00,Cash,8.8,B,14.861,312.081,218.65,78,26
849-68-4392,Yangon,Normal,Female,Fashion accessories,56.52,14,2017-09-25,19:00:00,Ewallet,6.5,A,39.564,830.844,554.94,NA,NA
231-96-6345,Yangon,Normal,Male,Home and lifestyle,99.32,8,2017-04-15,17:00:00,Credit card,7.3,A,39.728,834.288,619.88,174,21
461-50-5484,Yangon,Normal,Male,Food and beverages,46.96,12,2017-05-12,19:00:00,Ewallet,8,A,28.176,591.696,465.03,NA,NA
788-36-2373,Mandalay,Normal,Male,Food and beverages,92.22,13,2017-06-08,15:00:00,Credit card,9.7,B,59.943,1258.803,1043.08,155,12
925-72-3943,Yangon,Member,Female,Food and beverages,28.93,6,2017-07-01,12:00:00,Cash,5.8,A,8.679,182.259,144.2,29,16
698-61-1226,Mandalay,Member,Male,Sports and travel,55.41,4,2017-09-26,18:00:00,Ewallet,4.1,B,11.082,232.722,174.77,NA,NA
961-96-8592,Naypyitaw,Normal,Male,Sports and travel,91.53,13,2017-05-13,12:00:00,Ewallet,6.2,C,59.4945,1249.3845,833.85,NA,NA
814-52-2606,Yangon,Normal,Female,Food and beverages,69.29,13,2017-12-28,18:00:00,Credit card,7.3,A,45.0385,945.8085,619.34,281,31
338-22-1034,Mandalay,Normal,Male,Health and beauty,27.82,9,2017-02-09,17:00:00,Ewallet,8.8,B,12.519,262.899,139.7,NA,NA
618-12-4842,Yangon,Member,Female,Electronic accessories,12.32,20,2017-08-20,10:00:00,Ewallet,6.9,A,12.32,258.72,205.99,NA,NA
899-82-6809,Naypyitaw,Normal,Female,Food and beverages,22.78,11,2017-10-21,13:00:00,Ewallet,5.3,C,12.529,263.109,185.11,NA,NA
454-43-6914,Yangon,Normal,Female,Home and lifestyle,74.75,10,2017-07-02,11:00:00,Credit card,7.3,A,37.375,784.875,558.89,188,25
913-83-6748,Mandalay,Member,Male,Home and lifestyle,74.94,20,2017-11-30,15:00:00,Credit card,8.1,B,74.94,1573.74,1281.28,217,14
796-49-1065,Yangon,Normal,Male,Fashion accessories,21.24,14,2017-11-21,15:00:00,Cash,6.6,A,14.868,312.228,235.12,62,20
870-44-2950,Mandalay,Normal,Female,Fashion accessories,10.5,9,2017-10-30,11:00:00,Ewallet,4.4,B,4.725,99.225,73.71,NA,NA
551-61-4920,Naypyitaw,Normal,Female,Food and beverages,37.09,12,2017-09-28,19:00:00,Ewallet,7.4,C,22.254,467.334,269.3,NA,NA
913-71-5946,Mandalay,Normal,Male,Health and beauty,76.42,12,2017-03-23,14:00:00,Ewallet,6.3,B,45.852,962.892,650.68,NA,NA
416-52-7175,Naypyitaw,Normal,Male,Home and lifestyle,59.96,12,2017-07-29,15:00:00,Cash,7.4,C,35.976,755.496,516.95,202,28
409-32-8565,Naypyitaw,Normal,Male,Food and beverages,12.76,17,2017-06-15,16:00:00,Ewallet,8,C,10.846,227.766,165.78,NA,NA
548-32-4512,Yangon,Normal,Male,Home and lifestyle,18.14,10,2017-12-07,11:00:00,Ewallet,6.5,A,9.07,190.47,109.79,NA,NA
510-19-6158,Yangon,Normal,Male,Fashion accessories,89.89,11,2017-02-24,12:00:00,Ewallet,4.5,A,49.4395,1038.2295,501.84,NA,NA
392-13-9738,Mandalay,Normal,Male,Food and beverages,83.73,14,2017-07-05,12:00:00,Ewallet,4.5,B,58.611,1230.831,667.15,NA,NA
326-58-1013,Naypyitaw,Member,Male,Home and lifestyle,68.59,18,2017-07-28,10:00:00,Credit card,8.9,C,61.731,1296.351,799.43,435,35
549-40-1925,Naypyitaw,Normal,Female,Health and beauty,22.26,19,2017-07-15,17:00:00,Cash,4.6,C,21.147,444.087,244.61,178,42
918-90-6662,Mandalay,Normal,Male,Fashion accessories,69.04,11,2017-04-23,19:00:00,Credit card,7.3,B,37.972,797.412,651.14,108,14
973-90-7076,Yangon,Member,Male,Fashion accessories,99.43,16,2017-06-18,15:00:00,Credit card,6,A,79.544,1670.424,928.2,662,41
358-87-1785,Yangon,Normal,Male,Food and beverages,67.48,8,2017-12-02,18:00:00,Credit card,9,A,26.992,566.832,408.14,131,24
348-12-2238,Mandalay,Member,Female,Sports and travel,56.59,17,2017-04-02,12:00:00,Ewallet,6.9,B,48.1015,1010.1315,617.22,NA,NA
655-97-2759,Mandalay,Member,Female,Electronic accessories,96.67,14,2017-05-14,10:00:00,Cash,8.2,B,67.669,1421.049,1086.77,266,19
744-99-5992,Yangon,Member,Female,Home and lifestyle,79.11,19,2017-05-01,11:00:00,Credit card,6,A,75.1545,1578.2445,1162.87,340,22
827-31-7378,Naypyitaw,Normal,Female,Electronic accessories,50.49,18,2017-07-12,14:00:00,Cash,6.2,C,45.441,954.261,488.67,420,46
454-44-6324,Yangon,Member,Male,Fashion accessories,60.02,5,2017-12-13,16:00:00,Credit card,8.6,A,15.005,315.105,264.82,35,11
327-31-3208,Naypyitaw,Member,Male,Electronic accessories,64.73,20,2017-09-26,15:00:00,Cash,6.5,C,64.73,1359.33,716.05,578,44
212-69-1551,Yangon,Member,Female,Sports and travel,54.75,15,2017-04-28,19:00:00,Credit card,5.7,A,41.0625,862.3125,721.85,99,12
598-93-6066,Naypyitaw,Normal,Male,Health and beauty,50.63,12,2017-01-31,12:00:00,Credit card,7.7,C,30.378,637.938,341.73,265,43
427-90-3155,Naypyitaw,Member,Male,Health and beauty,40.22,18,2017-12-21,16:00:00,Ewallet,6.3,C,36.198,760.158,635.21,NA,NA
203-87-8595,Yangon,Member,Female,Health and beauty,49.79,4,2017-08-23,14:00:00,Ewallet,5.8,A,9.958,209.118,108.29,NA,NA
116-84-5127,Naypyitaw,Member,Male,Health and beauty,29.47,14,2017-09-25,11:00:00,Ewallet,5.1,C,20.629,433.209,277.36,NA,NA
282-67-4633,Naypyitaw,Normal,Male,Health and beauty,63,13,2017-08-07,11:00:00,Credit card,9.4,C,40.95,859.95,534.31,284,34
502-25-3955,Mandalay,Normal,Male,Health and beauty,42.85,11,2017-09-13,14:00:00,Cash,6.7,B,23.5675,494.9175,325.91,145,30
420-42-7802,Mandalay,Normal,Female,Home and lifestyle,26.45,11,2017-05-12,10:00:00,Ewallet,8.1,B,14.5475,305.4975,253.72,NA,NA
678-29-6152,Naypyitaw,Member,Male,Electronic accessories,86.09,6,2017-01-19,16:00:00,Credit card,4.9,C,25.827,542.367,332.1,184,35
819-36-2248,Mandalay,Normal,Male,Electronic accessories,81.03,12,2017-03-07,11:00:00,Cash,5.7,B,48.618,1020.978,838.61,133,13
980-78-1042,Yangon,Normal,Male,Sports and travel,44.46,10,2017-09-20,11:00:00,Cash,5.8,A,22.23,466.83,270.34,174,39
477-45-6590,Mandalay,Normal,Male,Food and beverages,31.43,12,2017-12-30,12:00:00,Cash,7.6,B,18.858,396.018,322.73,54,14
599-21-2447,Naypyitaw,Member,Male,Fashion accessories,54.84,6,2017-01-27,19:00:00,Ewallet,4.2,C,16.452,345.492,290.07,NA,NA
535-98-9099,Mandalay,Normal,Female,Fashion accessories,43,6,2017-05-30,13:00:00,Cash,8.2,B,12.9,270.9,142.53,115,44
534-53-7642,Naypyitaw,Normal,Female,Home and lifestyle,91.47,16,2017-09-25,10:00:00,Ewallet,6.6,C,73.176,1536.696,1041.31,NA,NA
190-38-7008,Mandalay,Normal,Male,Health and beauty,80.38,5,2017-07-03,18:00:00,Ewallet,4.3,B,20.095,421.995,213.01,NA,NA
528-37-1458,Mandalay,Member,Female,Home and lifestyle,72.58,10,2017-05-01,17:00:00,Cash,8.7,B,36.29,762.09,501.82,223,30
469-29-5985,Yangon,Member,Female,Fashion accessories,70.84,1,2017-12-30,18:00:00,Credit card,9.5,A,3.542,74.382,42.39,28,40
282-78-5124,Yangon,Member,Male,Home and lifestyle,34.37,19,2017-04-15,10:00:00,Ewallet,8.5,A,32.6515,685.6815,362.86,NA,NA
455-88-3050,Mandalay,Member,Female,Food and beverages,81.37,14,2017-11-02,15:00:00,Credit card,5.3,B,56.959,1196.139,888.1,251,22
545-32-6380,Yangon,Member,Female,Electronic accessories,37.42,20,2017-05-20,17:00:00,Ewallet,5.8,A,37.42,785.82,519.41,NA,NA
850-12-1351,Mandalay,Member,Male,Food and beverages,50.94,1,2017-11-26,16:00:00,Ewallet,5,B,2.547,53.487,36.19,NA,NA
245-46-5545,Naypyitaw,Member,Female,Food and beverages,27.52,4,2017-11-08,18:00:00,Cash,4.1,C,5.504,115.584,85.18,24,22
421-13-9550,Yangon,Member,Male,Fashion accessories,37.1,16,2017-03-29,15:00:00,Credit card,4.6,A,29.68,623.28,321.96,271,45
816-32-9133,Naypyitaw,Normal,Female,Food and beverages,70.63,14,2017-04-07,16:00:00,Ewallet,10,C,49.441,1038.261,527.07,NA,NA
978-60-4948,Mandalay,Member,Female,Food and beverages,77.17,20,2017-05-20,16:00:00,Ewallet,8.2,B,77.17,1620.57,1181.16,NA,NA
907-71-3830,Yangon,Normal,Female,Sports and travel,45.04,17,2017-10-10,14:00:00,Cash,7.7,A,38.284,803.964,384.04,381,49
434-22-4980,Yangon,Normal,Female,Electronic accessories,52.12,30,2017-09-02,10:00:00,Ewallet,8.7,A,78.18,1641.78,783.89,NA,NA
686-84-7107,Mandalay,Normal,Male,Electronic accessories,23.66,13,2017-12-11,19:00:00,Credit card,5.8,B,15.379,322.959,162.6,144,47
132-63-3600,Mandalay,Member,Female,Food and beverages,47.01,7,2017-07-30,15:00:00,Ewallet,4.2,B,16.4535,345.5235,225.22,NA,NA
534-61-9645,Yangon,Normal,Female,Home and lifestyle,17.71,15,2017-10-02,12:00:00,Ewallet,8,A,13.2825,278.9325,192.26,NA,NA
995-86-9613,Mandalay,Normal,Male,Home and lifestyle,88.34,8,2017-08-23,13:00:00,Credit card,9,B,35.336,742.056,626.09,80,11
661-94-1440,Yangon,Member,Female,Electronic accessories,47.47,45,2017-10-25,16:00:00,Cash,8.8,A,106.8075,2242.9575,1482.49,653,30
398-51-2427,Yangon,Normal,Male,Food and beverages,88.22,11,2017-06-02,15:00:00,Credit card,5.7,A,48.521,1018.941,752.89,217,22
697-95-8836,Yangon,Normal,Female,Home and lifestyle,49.19,4,2017-06-26,17:00:00,Cash,9.7,A,9.838,206.598,167.67,29,14
694-32-8917,Naypyitaw,Normal,Male,Food and beverages,87.05,14,2017-03-19,19:00:00,Cash,7.8,C,60.935,1279.635,983,235,19
980-39-5618,Yangon,Member,Female,Home and lifestyle,78.84,13,2017-01-29,19:00:00,Ewallet,7.8,A,51.246,1076.166,910.25,NA,NA
502-11-3439,Yangon,Normal,Male,Health and beauty,35.68,8,2017-02-04,12:00:00,Credit card,4.3,A,14.272,299.712,252.82,32,11
407-40-3440,Mandalay,Member,Female,Sports and travel,33.22,3,2017-08-29,19:00:00,Credit card,7.1,B,4.983,104.643,49.87,49,49
726-31-2995,Mandalay,Normal,Male,Home and lifestyle,47.51,17,2017-06-25,12:00:00,Credit card,8.2,B,40.3835,848.0535,525.99,281,34
827-74-8150,Naypyitaw,Normal,Female,Home and lifestyle,12.8,5,2017-01-05,17:00:00,Credit card,8.2,C,3.2,67.2,38.55,25,39
836-89-8932,Mandalay,Member,Female,Fashion accessories,33.88,8,2017-07-07,11:00:00,Ewallet,7.2,B,13.552,284.592,143.64,NA,NA
102-95-6276,Mandalay,Member,Female,Home and lifestyle,40.14,16,2017-11-30,12:00:00,Cash,8.5,B,32.112,674.352,401.56,240,37
154-11-7938,Mandalay,Normal,Male,Electronic accessories,89.14,4,2017-09-06,13:00:00,Cash,7.8,B,17.828,374.388,275.69,80,22
867-20-3453,Yangon,Normal,Female,Fashion accessories,13.73,17,2017-01-24,11:00:00,Cash,6.9,A,11.6705,245.0805,166.31,67,28
347-20-6247,Naypyitaw,Member,Female,Electronic accessories,81.17,20,2017-01-20,10:00:00,Ewallet,8.3,C,81.17,1704.57,938.13,NA,NA
734-75-9312,Yangon,Normal,Female,Fashion accessories,38.55,9,2017-11-14,10:00:00,Cash,7.8,A,17.3475,364.2975,213.36,133,38
689-66-1423,Mandalay,Normal,Male,Home and lifestyle,66.7,10,2017-07-29,17:00:00,Credit card,7.1,B,33.35,700.35,542.68,124,18
350-89-7426,Naypyitaw,Normal,Male,Home and lifestyle,13.74,1,2017-06-11,19:00:00,Cash,6,C,0.687,14.427,8.21,5,40
905-21-3835,Mandalay,Normal,Female,Food and beverages,60.16,20,2017-12-19,19:00:00,Cash,5.6,B,60.16,1263.36,632.87,570,47
343-70-5498,Mandalay,Normal,Male,Health and beauty,39.36,14,2017-06-19,12:00:00,Ewallet,5.9,B,27.552,578.592,395.8,NA,NA
417-29-9856,Mandalay,Member,Female,Health and beauty,30.69,8,2017-06-13,12:00:00,Cash,5.4,B,12.276,257.796,123.74,121,49
364-58-4000,Naypyitaw,Normal,Male,Food and beverages,77.26,11,2017-03-18,18:00:00,Cash,7.4,C,42.493,892.353,542.05,307,36
678-64-1415,Naypyitaw,Normal,Female,Electronic accessories,13.29,8,2017-12-11,16:00:00,Cash,4.6,C,5.316,111.636,64.64,41,39
502-37-6454,Mandalay,Normal,Female,Health and beauty,88.97,18,2017-10-26,12:00:00,Credit card,7.9,B,80.073,1681.533,1003.6,597,37
454-78-2497,Naypyitaw,Member,Female,Electronic accessories,32.55,2,2017-02-19,15:00:00,Ewallet,5.2,C,3.255,68.355,41.2,NA,NA
209-61-7739,Naypyitaw,Member,Female,Fashion accessories,95.21,13,2017-06-09,16:00:00,Ewallet,7.3,C,61.8865,1299.6165,787.43,NA,NA
981-36-7174,Mandalay,Normal,Female,Electronic accessories,71.16,12,2017-01-08,13:00:00,Ewallet,6.9,B,42.696,896.616,626.28,NA,NA
293-10-3014,Naypyitaw,Member,Female,Home and lifestyle,62.15,5,2017-11-03,16:00:00,Ewallet,5.3,C,15.5375,326.2875,275.93,NA,NA
489-28-1886,Yangon,Normal,Female,Fashion accessories,28.03,6,2017-11-19,10:00:00,Ewallet,5.2,A,8.409,176.589,90.27,NA,NA
742-47-1243,Naypyitaw,Normal,Male,Home and lifestyle,14.97,20,2017-03-03,15:00:00,Credit card,4.2,C,14.97,314.37,228.26,71,23
296-90-4895,Yangon,Normal,Female,Food and beverages,43.71,3,2017-06-15,17:00:00,Ewallet,8.1,A,6.5565,137.6865,77.04,NA,NA
893-10-2874,Yangon,Normal,Male,Sports and travel,73.71,16,2017-05-15,11:00:00,Ewallet,5.6,A,58.968,1238.328,757.56,NA,NA
681-60-3964,Yangon,Normal,Male,Electronic accessories,42.46,37,2017-07-25,10:00:00,Cash,9.3,A,78.551,1649.571,1145.79,425,27
288-29-1499,Naypyitaw,Member,Male,Fashion accessories,95.77,16,2017-05-22,17:00:00,Cash,6,C,76.616,1608.936,1361.01,171,11
391-39-9848,Naypyitaw,Member,Female,Electronic accessories,66.14,18,2017-11-05,12:00:00,Credit card,8.1,C,59.526,1250.046,1020.17,170,14
725-19-6228,Yangon,Normal,Male,Food and beverages,38.04,12,2017-04-09,13:00:00,Cash,7.9,A,22.824,479.304,243.53,212,46
614-34-2151,Mandalay,Member,Female,Sports and travel,63.26,5,2017-08-03,10:00:00,Credit card,8.1,B,15.815,332.115,259.18,57,18
813-50-2866,Yangon,Member,Male,Home and lifestyle,22.05,1,2017-04-12,13:00:00,Ewallet,4.7,A,1.1025,23.1525,13.87,NA,NA
559-71-4424,Mandalay,Normal,Male,Sports and travel,91.87,8,2017-04-29,10:00:00,Ewallet,4,B,36.748,771.708,610.92,NA,NA
855-79-1203,Yangon,Normal,Female,Fashion accessories,58.11,6,2017-05-04,18:00:00,Credit card,9.2,A,17.433,366.093,284.37,64,18
380-37-8898,Mandalay,Member,Male,Fashion accessories,21.71,1,2017-03-09,10:00:00,Ewallet,4.1,B,1.0855,22.7955,14.33,NA,NA
273-20-6580,Mandalay,Member,Female,Health and beauty,84.75,9,2017-02-13,14:00:00,Cash,9.4,B,38.1375,800.8875,655,107,14
639-87-7743,Mandalay,Member,Male,Sports and travel,42.19,2,2017-09-26,19:00:00,Credit card,8.9,B,4.219,88.599,62.68,21,25
547-24-6267,Mandalay,Normal,Female,Fashion accessories,35.17,9,2017-07-09,19:00:00,Cash,4.1,B,15.8265,332.3565,184.23,132,41
568-63-2746,Mandalay,Member,Female,Home and lifestyle,62.71,4,2017-07-20,13:00:00,Cash,7.7,B,12.542,263.382,140.77,110,43
459-77-1353,Naypyitaw,Member,Female,Fashion accessories,81.71,1,2017-11-22,19:00:00,Credit card,7.1,C,4.0855,85.7955,53.03,28,35
613-19-3886,Naypyitaw,Normal,Female,Health and beauty,70.12,19,2017-06-03,16:00:00,Credit card,7.2,C,66.614,1398.894,741.87,590,44
173-17-4137,Naypyitaw,Member,Male,Health and beauty,89.93,5,2017-09-17,12:00:00,Credit card,6,C,22.4825,472.1325,287.46,162,36
958-85-4554,Naypyitaw,Normal,Female,Electronic accessories,72.91,15,2017-01-14,18:00:00,Credit card,8.8,C,54.6825,1148.3325,725.07,368,33
738-48-9208,Mandalay,Normal,Female,Electronic accessories,83.92,18,2017-12-13,12:00:00,Credit card,9.3,B,75.528,1586.088,1204.4,306,20
312-70-2357,Naypyitaw,Normal,Male,Food and beverages,57,1,2017-04-05,16:00:00,Cash,7.7,C,2.85,59.85,47.53,9,16
125-44-7112,Mandalay,Member,Male,Electronic accessories,98.75,8,2017-02-05,12:00:00,Credit card,7.9,B,39.5,829.5,588.61,201,25
980-97-3871,Yangon,Normal,Male,Sports and travel,81.85,7,2017-03-21,14:00:00,Credit card,5.6,A,28.6475,601.5975,381.02,191,33
257-54-9298,Naypyitaw,Member,Male,Electronic accessories,75.75,6,2017-08-10,13:00:00,Ewallet,6.5,C,22.725,477.225,338.18,NA,NA
606-64-5462,Mandalay,Normal,Female,Health and beauty,43.4,12,2017-01-02,14:00:00,Ewallet,4,B,26.04,546.84,383.04,NA,NA
501-38-9775,Naypyitaw,Member,Female,Food and beverages,33,18,2017-07-23,12:00:00,Ewallet,6.9,C,29.7,623.7,497.65,NA,NA
644-75-1947,Mandalay,Member,Female,Health and beauty,38.89,19,2017-12-30,17:00:00,Cash,5.9,B,36.9455,775.8555,628.54,110,14
652-26-3699,Naypyitaw,Member,Male,Sports and travel,25.05,1,2017-09-15,13:00:00,Ewallet,9.9,C,1.2525,26.3025,13.82,NA,NA
759-47-8277,Naypyitaw,Member,Female,Home and lifestyle,35.22,8,2017-08-29,13:00:00,Ewallet,4.5,C,14.088,295.848,241.5,NA,NA
999-30-3647,Mandalay,Member,Male,Health and beauty,57.79,5,2017-03-05,16:00:00,Credit card,8.1,B,14.4475,303.3975,194.2,94,32
620-95-7936,Mandalay,Member,Female,Sports and travel,88.08,13,2017-05-28,18:00:00,Ewallet,8.1,B,57.252,1202.292,1004.66,NA,NA
590-42-4485,Yangon,Normal,Male,Home and lifestyle,97.55,14,2017-02-17,13:00:00,Credit card,5.7,A,68.285,1433.985,740.19,625,45
795-20-5435,Yangon,Normal,Female,Health and beauty,54.36,8,2017-12-10,17:00:00,Ewallet,6,A,21.744,456.624,250.48,NA,NA
732-42-2248,Mandalay,Member,Female,Fashion accessories,55.52,7,2017-09-06,15:00:00,Cash,9.7,B,19.432,408.072,271.2,117,30
493-29-2050,Naypyitaw,Member,Male,Food and beverages,20.55,6,2017-10-08,14:00:00,Ewallet,6.3,C,6.165,129.465,108.34,NA,NA
147-21-1095,Mandalay,Member,Female,Health and beauty,56.53,17,2017-12-23,10:00:00,Ewallet,5.9,B,48.0505,1009.0605,845.69,NA,NA
407-51-2221,Yangon,Normal,Female,Fashion accessories,69.85,8,2017-08-13,15:00:00,Cash,4.9,A,27.94,586.74,304.08,254,45
474-92-1086,Mandalay,Normal,Female,Fashion accessories,30.78,10,2017-12-07,12:00:00,Ewallet,8.7,B,15.39,323.19,249.78,NA,NA
736-37-4083,Naypyitaw,Normal,Female,Health and beauty,94.31,5,2017-03-31,19:00:00,Credit card,6.4,C,23.5775,495.1275,335.46,136,28
484-76-4372,Yangon,Member,Male,Fashion accessories,25.22,4,2017-05-22,16:00:00,Credit card,9.6,A,5.044,105.924,84.72,16,16
884-46-3363,Yangon,Normal,Female,Sports and travel,91.85,5,2017-04-04,16:00:00,Credit card,7.9,A,22.9625,482.2125,390.4,68,14
549-78-9694,Mandalay,Normal,Male,Fashion accessories,14.42,11,2017-03-22,16:00:00,Cash,4.8,B,7.931,166.551,106.84,51,32
130-69-1683,Yangon,Member,Male,Food and beverages,35.59,16,2017-01-31,19:00:00,Credit card,5.7,A,28.472,597.912,389.52,179,31
409-34-2838,Yangon,Member,Male,Sports and travel,79.98,4,2017-03-28,15:00:00,Credit card,4.5,A,15.996,335.916,164.15,155,48
756-95-9637,Mandalay,Normal,Male,Food and beverages,49.28,6,2017-07-08,19:00:00,Cash,7.1,B,14.784,310.464,186.34,109,36
260-27-2141,Yangon,Member,Female,Home and lifestyle,53.68,15,2017-07-29,11:00:00,Cash,7.5,A,40.26,845.46,405.85,399,49
929-49-5019,Naypyitaw,Normal,Male,Health and beauty,60.52,20,2017-04-14,12:00:00,Credit card,8.3,C,60.52,1270.92,791.89,418,34
221-78-8268,Naypyitaw,Member,Female,Health and beauty,90.36,17,2017-09-05,14:00:00,Ewallet,4.7,C,76.806,1612.926,876.81,NA,NA
503-68-9241,Mandalay,Normal,Female,Health and beauty,79.71,8,2017-03-07,10:00:00,Cash,7.3,B,31.884,669.564,486.19,151,23
604-24-8501,Naypyitaw,Member,Female,Food and beverages,59.89,16,2017-04-11,17:00:00,Ewallet,9.6,C,47.912,1006.152,502.83,NA,NA
314-64-8028,Naypyitaw,Member,Male,Fashion accessories,22.65,20,2017-12-22,14:00:00,Ewallet,5,C,22.65,475.65,388.93,NA,NA
426-24-8074,Mandalay,Normal,Male,Fashion accessories,44.42,10,2017-04-16,18:00:00,Ewallet,6.3,B,22.21,466.41,366.48,NA,NA
763-89-8358,Yangon,Normal,Female,Fashion accessories,61.56,11,2017-11-15,16:00:00,Cash,7,A,33.858,711.018,496.09,181,26
